Id,Age,MF,LoE,YoW,YoCW,Income,Housing,Car,Res
1554,57,M,Bach,10,10,9803314,R,False,Accept
1555,55,M,Dip,16,8,9472148,R,False,Accept
1556,29,M,Mst,2,2,5557295,R,False,Accept
1557,67,M,Bach,6,5,4069436,R,True,Accept
1558,21,F,Mst,8,7,16890,R,False,Accept
1559,24,M,Ad. Dip,19,13,1056300,R,True,Reject
1560,52,M,Mst,7,3,2915841,R,False,Accept
1561,48,F,Dip,6,6,5675460,R,False,Accept
1562,50,M,P. Doct,9,9,5094060,R,True,Accept
1563,68,M,Bach,15,5,1578007,R,False,Accept
1564,26,M,Mst,2,2,5131419,NaN,False,Reject
1565,50,M,Doct,7,4,1381568,R,False,Accept
1566,76,M,Ad. Dip,12,4,1258983,R,False,Reject
1567,56,M,Ad. Dip,8,8,813705000,O,False,Accept
1568,69,M,Ad. Dip,8,8,1818927,R,False,Reject
1569,41,F,Mst,16,10,103611,R,False,Accept
1570,42,M,Bach,16,7,4590372,R,False,Accept
1571,66,M,Dip,6,6,6691539,R,False,Accept
1572,51,M,Mst,9,8,224204,N,False,Accept
1573,45,M,Doct,4,3,7641698,R,False,Accept
1574,44,M,P. Doct,18,14,8087598,R,False,Accept
1575,71,F,Ad. Dip,7,3,2090531,R,False,Reject
1576,59,M,Ad. Dip,14,9,2214416,R,True,Reject
1577,68,M,Bach,2,2,3503990,R,False,Reject
1578,74,M,Bach,1,1,8451218,R,False,Accept
1579,23,M,Bach,0,0,383282,R,True,Accept
1580,77,M,Dip,18,13,4167093,O,False,Accept
1581,72,F,Ad. Dip,19,3,1503033,R,False,Reject
1582,75,M,Mst,6,6,4305317,R,False,Accept
1583,32,M,Ad. Dip,7,7,1353064,R,False,Reject
1584,24,M,Ad. Dip,1,1,2630417,R,True,Reject
1585,53,M,Dip,15,5,3417203,R,False,Reject
1586,58,M,Mst,5,5,9400836,R,True,Accept
1587,60,M,Doct,12,10,4828285,R,True,Accept
1588,72,M,Doct,19,9,5123690,R,False,Accept
1589,31,M,Bach,20,3,1006955,R,True,Accept
1590,74,M,Mst,20,14,7109627,N,True,Accept
1591,480,M,P. Doct,2,2,3663967,R,True,Accept
1592,55,M,Dip,13,13,4642438,R,False,Reject
1593,74,F,Doct,3,3,3905134,R,False,Accept
1594,22,M,Ad. Dip,3,3,2974289,R,False,Reject
1595,56,M,Doct,15,8,9299383,R,False,Reject
1596,74,M,Bach,17,5,4935105,R,False,Accept
1597,30,M,P. Doct,16,5,4899333,R,True,Accept
1598,46,M,Doct,19,5,4954873,R,False,Accept
1599,78,M,Mst,0,0,354766,R,False,Accept
1600,57,M,Dip,7,7,3952093,R,False,Reject
1601,27,M,Ad. Dip,12,4,182326,R,True,Reject
1602,71,M,Mst,14,4,5977613,R,True,Accept
1603,51,M,Doct,15,5,2238029,R,True,Accept
1604,44,F,Mst,16,6,6619894,R,True,Accept
1605,52,M,Ad. Dip,0,0,3356017,R,True,Accept
1606,47,M,Mst,0,0,9292764,O,False,Accept
1607,27,M,Mst,10,4,4707147,R,False,Accept
1608,25,M,Mst,5,5,2400773,R,False,Accept
1609,50,M,Mst,5,5,176037600,R,False,Accept
1610,27,M,Doct,16,8,2776169,R,False,Accept
1611,34,M,Ad. Dip,13,11,6035837,R,False,Reject
1612,27,M,Ad. Dip,12,4,182326,R,True,Reject
1613,53,F,Ad. Dip,7,7,2915711,R,False,Reject
1614,57,M,Doct,12,6,733884,R,False,Accept
1615,30,M,Ad. Dip,3,3,3589652,R,False,Accept
1616,66,M,Bach,3,3,5616939,R,True,Accept
1617,67,M,Bach,19,11,446041,R,False,Accept
1618,72,M,Dip,4,4,9768431,O,True,Accept
1619,78,M,Mst,8,8,3422262,R,True,Accept
1620,57,F,Doct,13,13,5178739,R,True,Accept
1621,64,M,Ad. Dip,19,5,5004938,R,False,Accept
1622,55,M,Ad. Dip,9,9,780090,N,False,Reject
1623,74,M,Dip,17,9,8893842,R,True,Accept
1624,56,M,Mst,18,4,8840382,R,False,Reject
1625,57,M,Ad. Dip,14,5,9912721,R,False,Accept
1626,49,M,Bach,0,0,4387681,R,False,Accept
1627,48,M,Bach,12,12,9348360,R,True,Accept
1628,64,M,Bach,10,10,8753203,R,True,Accept
1629,40,M,Dip,17,5,713017,R,True,Reject
1630,26,M,Mst,7,4,9338129,R,False,Accept
1631,68,M,Mst,9,9,651402,R,True,Accept
1632,31,F,Mst,9,9,2451457,R,False,Accept
1633,22,M,Ad. Dip,1,1,5733421,R,False,Accept
1634,48,M,Ad. Dip,18,6,529939,R,False,Reject
1635,66,M,Dip,6,6,5966818,R,True,Accept
1636,72,M,Bach,14,11,2175504,R,False,Accept
1637,50,F,Bach,16,3,4795246,R,True,Accept
1638,77,M,Mst,10,9,702863,R,False,Accept
1639,29,M,Bach,13,10,6298584,R,False,Accept
1640,69,M,Doct,2,2,6197216,R,False,Accept
1641,26,M,Mst,2,2,5131419,R,False,Accept
1642,76,M,Bach,9,9,90178,R,False,Accept
1643,53,M,Mst,9,9,1122674,R,False,Accept
1644,37,F,Ad. Dip,12,12,1659351,R,True,Reject
1645,56,M,Bach,16,3,8808852,R,False,Accept
1646,33,M,Doct,19,14,3699148,R,False,Accept
1647,64,M,Dip,9,9,2770155,R,True,Reject
1648,54,M,Mst,8,5,8680812,R,False,Accept
1649,25,M,Bach,14,8,362328,R,False,Accept
1650,51,M,Bach,2,2,7794515,R,False,Accept
1651,40,M,Bach,18,3,4816663,R,False,Accept
1652,69,M,Dip,8,6,8171432,NaN,True,Reject
1653,75,F,Bach,8,8,3125755,R,False,Accept
1654,70,M,Bach,6,6,6028273,R,True,Accept
1655,31,M,Bach,20,3,1006955,R,True,Accept
1656,43,F,Bach,9,9,9139229,R,False,Accept
1657,63,M,Bach,9,5,6255658,R,False,Accept
1658,63,M,Doct,15,7,2477727,R,False,Reject
1659,76,M,Mst,0,0,5394516,R,False,Accept
1660,75,F,Mst,13,13,1500447,R,False,Reject
1661,61,M,Ad. Dip,3,3,1669654,NaN,False,Reject
1662,27,M,Mst,0,0,7231280,R,True,Accept
1663,55,M,Dip,16,8,9472148,R,False,Accept
1664,30,F,Doct,6,6,8968051,R,True,Reject
1665,67,M,Bach,4,4,749226,R,True,Accept
1666,26,M,P. Doct,11,11,2408696,R,False,Accept
1667,31,F,Mst,9,9,2451457,R,False,Accept
1668,31,M,Doct,8,8,7053325,R,False,Accept
1669,58,M,Doct,13,11,770457,R,False,Accept
1670,29,M,Doct,11,5,1392884,R,True,Accept
1671,21,F,Dip,0,0,8683216,R,False,Reject
1672,24,M,Bach,11,11,3006454,N,False,Accept
1673,36,M,Ad. Dip,17,11,6257620,R,True,Accept
1674,76,M,Ad. Dip,12,4,1258983,R,False,Reject
1675,30,F,Dip,0,0,4477660,R,True,Accept
1676,79,M,Mst,12,5,3105209,R,False,Accept
1677,48,F,Dip,2,2,368667,R,False,Reject
1678,56,M,Dip,11,9,2579795,R,False,Reject
1679,60,M,Mst,4,4,5021477,R,False,Accept
1680,35,M,Ad. Dip,9,9,2742207,R,False,Reject
1681,64,M,Dip,9,9,2770155,R,True,Reject
1682,70,M,Bach,6,6,6028273,R,True,Accept
1683,74,M,Bach,17,5,4935105,R,False,Accept
1684,48,M,Ad. Dip,12,4,6911597,R,False,Accept
1685,52,M,Mst,2,2,9204815,R,True,Accept
1686,36,M,Doct,1,1,5831049,R,False,Accept
1687,76,M,Dip,3,3,3412117,R,True,Reject
1688,50,M,Doct,9,4,5301870,R,False,Accept
1689,75,M,Dip,6,6,1061632,R,True,Reject
1690,38,M,Doct,20,9,2034897,R,False,Accept
1691,70,M,Bach,8,8,4269729,R,True,Accept
1692,22,M,Doct,14,5,4931330,R,True,Accept
1693,76,M,Mst,4,4,9370159,R,True,Accept
1694,78,M,Mst,13,11,3957826,R,False,Reject
1695,23,M,Ad. Dip,18,11,6881187,R,False,Accept
1696,26,M,Doct,4,4,2135335,R,False,Accept
1697,41,M,Doct,15,14,5866909,R,False,Accept
1698,29,M,Mst,2,2,5557295,R,False,Accept
1699,63,M,Bach,13,10,9254833,R,True,Accept
1700,68,M,Doct,4,4,7087601,R,False,Accept
1701,56,M,Dip,2,2,2362103,R,False,Reject
1702,43,M,Doct,0,0,4110066,R,False,Accept
1703,32,M,Bach,16,10,1013313,R,False,Accept
1704,79,M,Mst,0,0,1687470,R,False,Accept
1705,57,M,Dip,16,3,7556052,O,True,Reject
1706,37,M,Ad. Dip,14,12,3741822,R,False,Accept
1707,28,M,Doct,19,13,7282131,R,False,Accept
1708,66,F,Bach,3,3,8199311,R,True,Accept
1709,590,F,P. Doct,18,3,4638141,R,False,Accept
1710,71,M,Doct,0,0,8397564,R,False,Accept
1711,79,M,Bach,19,6,6659607,R,False,Reject
1712,45,M,Bach,10,5,62100,R,True,Accept
1713,45,F,Bach,3,3,6789928,R,False,Accept
1714,25,M,Mst,5,5,2400773,R,False,Accept
1715,26,M,Dip,10,10,3871972,R,False,Accept
1716,32,M,Bach,15,3,2541624,R,False,Reject
1717,78,M,Bach,19,3,2926477,R,False,Reject
1718,67,M,Doct,7,7,7273711,R,False,Accept
1719,66,M,Ad. Dip,5,5,6098658,R,True,Accept
1720,54,M,Doct,13,3,6415225,R,False,Accept
1721,50,M,Doct,7,4,1381568,R,False,Accept
1722,29,M,Dip,19,5,9817801,R,False,Accept
1723,74,M,Doct,18,7,6020689,R,False,Accept
1724,48,M,Ad. Dip,18,6,529939,R,False,Reject
1725,21,F,Mst,8,7,16890,R,False,Accept
1726,27,M,Mst,9,4,6889369,R,False,Accept
1727,31,M,Bach,17,4,7549491,R,False,Accept
1728,24,M,Ad. Dip,19,13,1056300,R,True,Reject
1729,41,M,Mst,8,3,1752625,R,False,Accept
1730,28,M,Bach,16,5,3552847,R,True,Accept
1731,72,M,Doct,8,8,6650713,R,False,Accept
1732,21,F,Bach,15,3,6552503,R,True,Accept
1733,68,M,Mst,5,5,3022992,R,False,Accept
1734,37,F,Ad. Dip,12,12,1659351,R,True,Reject
1735,47,M,Dip,19,6,6174825,R,False,Accept
1736,46,F,Bach,20,13,2248392,R,True,Accept
1737,62,M,Bach,8,8,5688746,R,True,Accept
1738,41,M,Doct,0,0,6490702,R,False,Accept
1739,60,M,Ad. Dip,9,9,7488205,R,False,Accept
1740,67,M,Mst,20,8,1960176,R,True,Accept
1741,47,M,Bach,2,2,3453372,R,False,Reject
1742,21,M,Dip,0,0,5712077,R,False,Reject
1743,32,M,Bach,12,3,3081814,O,False,Accept
1744,37,M,Doct,7,7,2344126,R,True,Accept
1745,49,M,Bach,12,3,7677453,R,True,Accept
1746,70,M,Mst,1,1,4400395,R,False,Accept
1747,26,M,Mst,18,8,7879585,R,False,Accept
1748,25,M,Bach,11,11,4137087,R,True,Accept
1749,45,M,Bach,10,5,62100,R,True,Accept
1750,30,M,Mst,12,12,9506126,O,False,Accept
1751,73,F,Bach,13,9,1645509,R,False,Accept
1752,22,M,Doct,18,8,4089728,R,False,Accept
1753,26,M,Ad. Dip,10,8,9634338,R,True,Accept
1754,39,M,Doct,4,4,1600707,R,False,Accept
1755,62,M,Dip,9,9,69650,R,False,Reject
1756,79,M,Mst,18,5,8440210,R,False,Accept
1757,29,M,Mst,9,9,747060,R,False,Accept
1758,67,M,Bach,4,4,749226,R,True,Accept
1759,42,M,Bach,18,14,4792051,O,False,Accept
1760,34,M,Bach,2,2,7747297,R,False,Accept
1761,47,M,Bach,6,6,3483388,R,False,Accept
1762,73,F,Doct,9,7,5677162,R,False,Accept
1763,68,M,Mst,5,5,3022992,R,False,Accept
1764,24,M,Ad. Dip,19,13,1056300,R,True,Reject
1765,52,M,Mst,1,1,2888043,N,False,Reject
1766,34,M,Bach,18,10,4739684,R,False,Accept
1767,48,F,Ad. Dip,2,2,6805823,R,True,Accept
1768,26,M,P. Doct,6,6,2244337,R,True,Reject
1769,71,M,P. Doct,6,6,8230205,R,True,Accept
1770,67,M,Bach,2,2,4330847,R,False,Accept
1771,22,M,Dip,7,7,3520592,R,False,Accept
1772,71,F,Ad. Dip,13,9,1393491,R,False,Reject
1773,78,M,Bach,19,12,7631923,R,False,Accept
1774,75,M,Ad. Dip,19,5,5155377,R,True,Reject
1775,63,M,Bach,3,3,2411292,R,False,Accept
1776,51,M,Mst,8,6,1818944,R,False,Accept
1777,56,M,P. Doct,1,1,1999332,R,False,Accept
1778,50,M,Mst,5,5,2909877,R,True,Accept
1779,79,M,Mst,5,4,651925,R,False,Accept
1780,39,M,P. Doct,9,9,4072094,R,False,Accept
1781,50,M,Ad. Dip,11,11,1578598,R,False,Reject
1782,46,F,Bach,20,13,2248392,R,True,Accept
1783,69,M,Bach,0,0,4545563,R,True,Accept
1784,60,M,Mst,19,11,862312,R,False,Reject
1785,29,M,Bach,19,11,8148691,R,False,Accept
1786,77,M,Dip,18,11,3460313,R,True,Accept
1787,42,M,Bach,18,3,8056757,R,False,Accept
1788,62,M,Doct,2,2,4356905,N,True,Accept
1789,79,M,Bach,18,12,6535026,R,False,Accept
1790,41,M,Bach,12,3,3755934,R,False,Accept
1791,53,F,Ad. Dip,7,7,2915711,R,False,Reject
1792,77,M,Dip,18,13,4167093,O,False,Accept
1793,71,M,Doct,0,0,8397564,R,False,Accept
1794,70,M,Bach,1,1,4001896,R,False,Accept
1795,48,F,Dip,6,6,5675460,R,False,Accept
1796,55,M,Bach,7,7,9086933,R,False,Accept
1797,21,F,Mst,8,7,16890,R,False,Accept
1798,43,F,Mst,12,12,8574834,R,False,Accept
1799,77,M,Mst,15,8,3685843,N,False,Accept
1800,24,F,Mst,7,7,3293023,R,NaN,Accept
1801,27,M,Dip,12,12,8744413,R,False,Accept
1802,61,M,Dip,13,10,5533812,O,True,Accept
1803,72,F,Ad. Dip,19,3,1503033,R,False,Reject
1804,28,M,Doct,16,13,1422781,R,False,Reject
1805,57,M,Ad. Dip,14,5,9912721,R,False,Accept
1806,34,M,Ad. Dip,6,6,2453112,R,False,Reject
1807,39,M,Doct,6,6,5109740,R,False,Accept
1808,32,M,Bach,15,3,2541624,R,False,Reject
1809,60,M,Bach,5,3,3679043,R,False,Accept
1810,28,M,Doct,19,13,7282131,R,False,Accept
1811,35,M,Bach,9,4,2489068,R,False,Accept
1812,57,M,Mst,17,5,4503934,R,False,Accept
1813,23,M,Dip,17,9,5305177,R,False,Reject
1814,38,M,Ad. Dip,1,1,2636776,R,False,Reject
1815,72,M,Bach,14,6,8925422,R,True,Accept
1816,26,M,Bach,0,0,6467565,R,False,Accept
1817,32,F,Doct,9,6,5898669,R,False,Reject
1818,320,M,Bach,12,3,3081814,O,False,Accept
1819,32,M,Bach,16,10,1013313,R,False,Accept
1820,35,M,Mst,4,4,1355559,R,True,Reject
1821,48,M,Mst,1,1,4415868,R,False,Accept
1822,31,F,Ad. Dip,7,7,2309585,R,False,Reject
1823,57,M,Bach,3,3,2854227,R,False,Accept
1824,60,M,Bach,18,5,8049089,R,False,Accept
1825,43,M,Mst,13,8,3482496,R,False,Accept
1826,53,F,Ad. Dip,7,7,2915711,R,False,Reject
1827,59,M,Bach,0,0,9786003,R,False,Accept
1828,57,M,Bach,3,3,2854227,R,False,Accept
1829,27,M,Doct,2,2,7275614,R,False,Accept
1830,31,M,Bach,15,8,9197994,R,False,Reject
1831,35,M,Dip,2,2,7922793,R,False,Accept
1832,33,M,NaN,14,4,4581003,R,False,Accept
1833,62,M,Ad. Dip,8,5,187889,R,True,Reject
1834,56,M,Dip,2,2,2362103,R,False,Reject
1835,31,F,Ad. Dip,7,7,2309585,R,False,Reject
1836,69,M,Dip,8,6,8171432,O,True,Reject
1837,29,F,Mst,1,1,5273020,R,False,Accept
1838,25,M,Ad. Dip,18,6,2503612,R,False,Reject
1839,77,M,Mst,14,3,7804453,R,True,Accept
1840,75,M,Ad. Dip,20,12,1925567,O,True,Reject
1841,78,M,Bach,0,0,4660756,R,True,Accept
1842,42,M,Dip,18,11,745614,R,False,Reject
1843,21,M,Doct,12,12,3102332,R,False,Accept
1844,54,M,Dip,13,3,4323553,R,False,Accept
1845,27,M,Mst,20,3,61101,O,False,Accept
1846,61,M,Dip,13,10,5533812,O,True,Accept
1847,40,M,Bach,8,8,933077,R,True,Accept
1848,53,M,Mst,14,3,6105581,R,False,Accept
1849,28,M,Doct,8,8,9627656,O,False,Reject
1850,29,M,Mst,2,2,5557295,R,False,Accept
1851,39,M,Dip,7,7,6979096,R,False,Accept
1852,32,F,Ad. Dip,10,10,4552514,R,True,Accept
1853,50,M,Ad. Dip,1,1,6986502,R,False,Accept
1854,68,M,Doct,3,3,3055894,R,False,Accept
1855,24,M,Ad. Dip,19,13,1056300,R,True,Reject
1856,76,M,Bach,9,9,90178,R,False,Reject
1857,76,M,Bach,19,5,7524377,R,False,Accept
1858,68,M,Bach,7,4,6381899,R,True,Accept
1859,55,M,Bach,1,1,4258515,R,True,Accept
1860,29,M,Bach,8,8,2137070,R,True,Accept
1861,44,M,P. Doct,11,11,3091519,R,True,Reject
1862,57,M,NaN,19,9,6420146,R,True,Accept
1863,39,M,Bach,7,7,7861257,R,True,Accept
1864,79,M,P. Doct,20,6,2415720,NaN,False,Accept
1865,42,M,Bach,16,13,8035027,R,True,Accept
1866,23,M,Mst,4,4,2952693,R,False,Accept
1867,30,M,Mst,12,12,9506126,O,False,Accept
1868,60,M,Bach,10,4,8135531,O,False,Accept
1869,24,M,Bach,1,1,5656977,R,True,Accept
1870,77,M,Dip,18,11,3460313,R,True,Accept
1871,25,M,Ad. Dip,18,6,2503612,R,False,Reject
1872,59,M,Mst,10,6,4925213,N,True,Accept
1873,73,M,Doct,16,8,4530669,R,False,Accept
1874,50,M,Mst,5,5,2909877,R,True,Accept
1875,65,M,Bach,4,3,8720580,R,True,Accept
1876,69,M,Dip,9,9,8424081,R,False,Reject
1877,50,M,Doct,9,4,5301870,R,False,Accept
1878,26,M,Doct,2,2,3634423,R,True,Accept
1879,44,M,Doct,10,8,8674628,R,False,Reject
1880,35,M,Ad. Dip,2,2,4528167,R,False,Accept
1881,65,M,Bach,2,2,3640092,R,True,Reject
1882,39,M,Doct,4,4,1600707,R,False,Accept
1883,78,M,Bach,8,8,3062422,R,False,Accept
1884,75,F,Mst,13,13,1500447,R,False,Reject
1885,57,M,Bach,3,3,2854227,R,False,Accept
1886,63,M,Dip,9,5,8355348,R,True,Accept
1887,60,M,Mst,15,14,6669896,R,True,Accept
1888,33,M,P. Doct,9,9,9739112,R,True,Accept
1889,61,M,Mst,19,3,9685181,R,True,Accept
1890,26,M,Mst,20,13,9298756,R,False,Accept
1891,29,F,Dip,3,3,389819,R,False,Reject
1892,30,M,Dip,2,2,5468664,R,False,Reject
1893,65,M,Doct,5,5,568591,R,False,Accept
1894,73,M,Bach,15,3,485180,O,True,Accept
1895,40,M,Dip,9,7,6877905,R,True,Accept
1896,22,F,Ad. Dip,16,6,2447892,R,False,Reject
1897,31,M,Bach,0,0,4981403,R,False,Accept
1898,79,M,Mst,5,4,651925,R,False,Accept
1899,22,F,Ad. Dip,16,6,2447892,R,False,Reject
1900,32,M,Bach,15,3,2541624,R,False,Reject
1901,68,M,Bach,20,11,6973369,R,False,Reject
1902,69,M,Mst,8,8,9476109,R,False,Accept
1903,58,M,Bach,4,4,6519377,R,False,Accept
1904,25,F,P. Doct,17,9,499939,R,True,Accept
1905,71,F,Ad. Dip,13,9,1393491,R,False,Reject
1906,78,M,Mst,8,8,3422262,R,True,Accept
1907,67,M,Doct,0,0,5317561,R,False,Accept
1908,56,M,Doct,15,8,9299383,R,False,Reject
1909,53,F,Ad. Dip,9,7,8025541,R,False,Accept
1910,78,M,Ad. Dip,18,5,3654298,R,True,Accept
1911,79,M,Mst,0,0,1687470,R,False,Accept
1912,70,M,Mst,1,1,4400395,R,False,Accept
1913,37,M,Doct,7,7,2344126,R,True,Accept
1914,49,M,Doct,19,9,1625328,R,True,Accept
1915,43,F,Bach,4,4,7059372,O,False,Accept
1916,64,M,Ad. Dip,19,5,5004938,R,False,Accept
1917,77,M,Mst,15,8,3685843,N,False,Accept
1918,65,M,Bach,19,11,3054126,O,True,Accept
1919,22,M,Bach,15,7,7655074,R,False,Accept
1920,35,F,Dip,16,13,8237186,R,False,Reject
1921,42,M,Dip,4,4,5246829,R,False,Reject
1922,72,M,Bach,14,11,2175504,R,False,Accept
1923,39,M,Doct,6,6,5109740,R,False,Accept
1924,24,M,Ad. Dip,18,4,6258651,R,False,Accept
1925,34,M,Bach,12,9,6634248,R,False,Accept
1926,62,M,Mst,19,12,6006615,R,False,Accept
1927,58,F,Doct,3,3,9397962,R,False,Accept
1928,70,M,Bach,18,13,1551042,R,False,Accept
1929,66,M,Ad. Dip,19,8,1336270,R,False,Reject
1930,61,M,Doct,9,3,8190070,R,True,Accept
1931,55,M,Bach,13,11,7512179,R,False,Accept
1932,26,M,Ad. Dip,12,4,5822214,R,False,Reject
1933,30,M,Ad. Dip,20,11,5671193,R,False,Accept
1934,78,M,Bach,13,3,6561990,R,False,Accept
1935,50,M,Bach,11,4,2942291,O,False,Accept
1936,76,M,Bach,8,8,8237019,R,True,Accept
1937,75,M,Dip,0,0,1712179,R,False,Reject
1938,57,M,Doct,12,6,733884,R,False,Accept
1939,50,M,Doct,7,4,1381568,R,False,Accept
1940,34,F,Mst,9,8,9705356,R,False,Accept
1941,40,M,Doct,3,3,6200661,R,False,Accept
1942,53,M,Ad. Dip,6,6,9352887,R,True,Accept
1943,63,M,Doct,15,7,2477727,R,False,Accept
1944,76,M,Dip,3,3,3412117,R,True,Reject
1945,65,M,Doct,5,5,568591,R,False,Accept
1946,41,M,Ad. Dip,6,6,1669231,R,False,Reject
1947,27,M,Ad. Dip,15,11,133954,R,False,Reject
1948,25,M,Ad. Dip,15,14,1771499,N,False,Reject
1949,70,M,Bach,1,1,4001896,R,False,Accept
1950,46,M,Bach,19,11,6178223,O,True,Accept
1951,58,M,Ad. Dip,19,4,1038909,R,True,Reject
1952,72,M,Bach,19,6,2791693,R,False,Accept
1953,73,M,Doct,17,5,5725424,R,False,Accept
1954,64,F,Dip,9,7,9099029,R,True,Accept
1955,70,M,Mst,16,11,7667833,R,False,Accept
1956,27,M,Bach,20,9,1908746,R,False,Accept
1957,52,M,Mst,2,2,9204815,R,True,Accept
1958,28,M,Doct,12,12,9846056,R,False,Accept
1959,34,M,Bach,18,10,4739684,R,False,Accept
1960,22,M,Ad. Dip,1,1,5733421,R,False,Accept
1961,52,M,Bach,11,10,8948812,R,True,Accept
1962,68,M,Doct,16,13,7648698,R,True,Accept
1963,28,M,Ad. Dip,7,7,3753824,R,False,Accept
1964,32,M,P. Doct,5,4,3167295,R,True,Accept
1965,75,M,Ad. Dip,19,5,5155377,R,True,Accept
1966,50,M,Bach,12,10,9532596,R,False,Accept
1967,590,F,Mst,1,1,1397666,R,False,Accept
1968,49,M,Mst,20,3,2683,R,True,Accept
1969,58,F,Bach,17,10,6109805,R,False,Accept
1970,46,M,Doct,19,5,4954873,R,False,Accept
1971,42,M,Mst,1,1,564946,O,False,Accept
1972,54,M,Mst,8,5,9380914,R,False,Accept
1973,53,M,Mst,13,3,8841707,R,False,Accept
1974,21,M,Ad. Dip,11,5,9335043,R,True,Accept
1975,58,M,Mst,5,5,9400836,R,True,Accept
1976,67,M,Mst,16,8,6511206,R,False,Accept
1977,59,F,Doct,1,1,7511735,R,False,Accept
1978,60,M,Ad. Dip,9,9,7488205,R,False,Accept
1979,46,M,Bach,19,11,6178223,O,True,Accept
1980,34,M,Doct,20,3,1303701,R,False,Accept
1981,66,M,Ad. Dip,19,8,1336270,R,False,Reject
1982,39,M,Dip,14,8,9574183,R,True,Accept
1983,38,M,Dip,13,9,7428357,R,True,Reject
1984,37,M,Ad. Dip,14,12,3741822,R,False,Accept
1985,77,M,Mst,15,8,3685843,N,False,Accept
1986,60,M,Doct,1,1,4268171,R,True,Accept
1987,70,M,Mst,1,1,4400395,R,False,Accept
1988,310,M,Bach,9,9,9723891,R,True,Accept
1989,68,M,Dip,10,3,3054835,R,False,Accept
1990,77,M,Mst,15,8,3685843,N,False,Accept
1991,71,F,Ad. Dip,13,9,1393491,R,False,Reject
1992,28,M,Doct,12,12,9846056,R,False,Accept
1993,71,M,Dip,5,5,5793046,R,False,Accept
1994,59,F,Mst,1,1,5712282,R,False,Accept
1995,61,M,Dip,9,4,5316246,R,True,Accept
1996,50,M,Ad. Dip,3,3,2062048,R,True,Reject
1997,52,M,Mst,8,6,5811902,R,False,Accept
1998,41,M,Doct,15,14,5866909,R,False,Accept
1999,66,F,Bach,3,3,8199311,R,True,Accept
